content_rating,genres,runtime,budget,gross,num_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,aspect_ratio,cast_total_facebook_likes
PG-13,Adventure,122,77000000,33201661,534262,242,1314,8.4,2.35,809
PG-13,Adventure,102,13000000,2035566,77305,242,162,6.6,1.85,931
PG-13,Adventure,106,15000000,7556708,30284,242,102,6.6,1.85,14544
PG-13,Adventure,88,70000000,62321039,117096,242,271,6.4,2.35,5861
PG-13,Adventure,118,30000000,30523568,54447,242,201,6.2,2.35,5697
PG-13,Adventure,108,30000000,23070045,47003,244,215,5.9,1.85,3892
PG-13,Adventure,129,150000000,139259759,364948,245,2121,6.7,2.35,1062
PG-13,Adventure,124,21000000,3081925,55842,245,274,7.5,2.35,24732
PG-13,Adventure,118,50000000,25450527,80196,245,190,6.5,2.35,7654
PG-13,Adventure,108,25000000,70625986,168717,245,178,6.2,2.35,22739
PG-13,Adventure,99,4000000,13464388,395921,246,859,8,2.35,1686
PG-13,Adventure,101,24000000,31452765,149835,247,243,6.6,1.85,638
PG-13,Adventure,206,155000000,34293771,138863,248,1390,5.5,2.35,24598
PG-13,Adventure,108,21000000,33313582,52888,248,175,6.5,1.85,16031
PG-13,Adventure,96,5000000,53884821,51204,248,247,4.6,1.85,799
PG-13,Adventure,134,40000000,47034272,25465,249,190,6.9,2.35,2281
PG-13,Adventure,95,4000000,87025093,188679,250,864,6.6,1.85,4134
PG-13,Adventure,111,15000000,1294640,69569,250,436,6.5,1.85,6748
PG-13,Adventure,189,53000000,25031037,155496,250,532,7.6,2.35,22186
PG-13,Adventure,95,25000000,17791031,109855,251,888,7.3,2.35,11994
PG-13,Adventure,95,15500000,7774730,61912,251,352,6.5,1.85,1120
PG-13,Adventure,141,19000000,13753931,132149,251,316,7.9,2.35,751
PG-13,Adventure,137,26000000,5459824,92781,251,320,7.6,2.35,15337
PG-13,Adventure,133,30000000,148734225,298590,251,559,7,1.85,12874
PG-13,Adventure,94,5000000,104007828,76828,251,314,5.8,1.85,2371
PG-13,Adventure,147,15000000,7219578,235992,252,1768,8,1.85,8484
PG-13,Adventure,97,15000000,20433940,78883,252,662,6.2,2.35,1876
PG-13,Adventure,121,6000000,17605861,145580,252,351,7.7,2.35,1184
PG-13,Adventure,94,10000000,17544812,69989,252,384,5.4,2.35,4707
PG-13,Adventure,93,40000000,29113588,117999,252,181,6.6,2.35,27834
PG-13,Adventure,137,25000000,717753,33107,252,128,6.1,2.35,33747
PG-13,Adventure,118,30000000,62877175,217507,253,325,7.2,1.85,16758
PG-13,Adventure,97,60000000,60128566,131447,253,410,5.9,2.35,16098
PG-13,Adventure,114,28000000,25977365,87950,253,207,6.5,2.35,15428
PG-13,Adventure,118,7000000,1330827,9866,253,73,7,2.35,19879
PG-13,Adventure,113,30000000,10955425,62770,254,396,6,2.35,391
PG-13,Adventure,102,3000000,1821983,31089,254,261,5.4,2.35,43810
PG-13,Adventure,85,95000000,86897182,106790,255,177,6.2,1.85,9271
PG-13,Adventure,119,20000000,121463226,422606,256,555,7.6,1.85,17584
PG-13,Adventure,117,80000000,43290977,75201,258,256,6.6,2.35,7053
PG-13,Adventure,113,20000000,31146570,55441,258,165,6.9,2.35,1136
PG-13,Adventure,94,30000000,17120019,83097,258,134,6.5,2.35,27759
PG-13,Adventure,119,50000000,24006726,139535,259,632,7.3,2.35,15757
PG-13,Adventure,106,10000000,3571735,39260,259,129,6.6,2.35,21711
PG-13,Adventure,107,20000000,7268659,59248,260,164,5.6,1.85,2848
PG-13,Adventure,132,30000000,1865774,87682,260,174,7,2.35,27659
PG-13,Adventure,109,7000000,16901126,76267,261,687,6.9,1.85,3544
PG-13,Adventure,105,3200000,5776314,73349,261,142,7.2,1.85,2016
PG-13,Adventure,96,6000000,5359774,64794,261,131,7.3,2.35,3569
PG-13,Adventure,133,70000000,7097125,38983,261,207,5.4,2.35,28129
PG-13,Adventure,125,70000000,62647540,143525,262,657,7.1,2.35,15850
PG-13,Adventure,129,2000000,20167424,131831,262,231,8.2,2.35,1044
PG-13,Adventure,150,8200000,3958500,17933,262,165,6.8,2.35,390
PG-13,Adventure,141,55000000,35707327,199056,264,387,7.8,2.35,12840
PG-13,Adventure,101,15000000,51527787,45603,264,268,5.5,1.85,14159
PG-13,Adventure,98,3000000,84749884,82133,264,359,5.7,1.85,1081
PG-13,Adventure,171,103000000,187670866,982637,265,2368,8.5,2.35,6521
PG-13,Adventure,101,4000000,44566004,321283,265,1848,7.8,1.85,32015
PG-13,Adventure,108,15000000,41777564,129719,265,855,6.4,2.35,4500
PG-13,Adventure,101,36000000,50213619,139184,265,243,6.4,1.85,1272
PG-13,Adventure,110,26000000,16005978,72886,265,190,6.4,2.35,2356
PG-13,Adventure,101,10000000,6619173,87203,265,221,6.7,2.35,7747
PG-13,Adventure,102,68000000,34350553,104066,265,207,5.7,2.35,2488
PG-13,Adventure,102,68000000,34350553,104072,265,207,5.7,2.35,2486
PG-13,Adventure,109,61000000,75573300,156898,265,172,6.7,2.35,20148
PG-13,Adventure,115,100000000,35024475,110364,266,261,6.9,2.35,13761
PG-13,Adventure,132,50000000,46982632,172792,267,1740,6.6,2.35,1933
PG-13,Adventure,106,100000000,65452312,149998,267,285,6.4,2.35,19906
PG-13,Adventure,98,27000000,41008532,19611,268,103,6.7,2.35,10894
PG-13,Adventure,102,75000000,66636385,88451,269,289,7.1,1.85,60646
PG-13,Adventure,101,8000000,59889948,355810,270,889,7.9,2.35,7227
PG-13,Adventure,86,1000000,18112929,52642,270,271,5,1.85,2665
PG-13,Adventure,109,25000000,66489425,101977,270,161,6.5,2.35,26625
PG-13,Adventure,123,43000000,159578352,133177,270,380,6.6,2.35,4825
PG-13,Adventure,83,1000000,31537320,44329,270,309,5.7,1.85,1565
PG-13,Adventure,97,10000000,7574066,30325,270,96,6.3,1.85,6322
PG-13,Adventure,110,7000000,28747570,100571,271,416,7.4,2.35,22140
PG-13,Adventure,94,25000000,32416109,109620,271,268,6.2,2.35,32474
PG-13,Adventure,86,750000,4007792,101287,271,260,7,2.35,2714
PG-13,Adventure,99,6500000,84263837,81699,271,291,5.4,2.35,2323
PG-13,Adventure,97,30000000,82163317,89101,273,885,5.8,2.35,4692
PG-13,Adventure,108,20000000,34126138,666937,273,1514,8.3,1.85,19364
PG-13,Adventure,160,30000000,3904982,136104,273,415,7.5,2.35,22516
PG-13,Adventure,112,7000000,39462438,67760,273,226,7.3,2.35,13172
PG-13,Adventure,113,9000000,25530884,845580,274,2067,8.5,2.35,1997
PG-13,Adventure,148,15000000,18352454,426359,274,760,8.2,2.35,18752
PG-13,Adventure,100,15000000,28637507,212167,274,713,7,1.85,11471
PG-13,Adventure,90,4000000,101055,17478,274,159,5,2.35,1951
PG-13,Adventure,118,40000000,57981889,173848,274,203,7.3,2.35,13943
PG-13,Adventure,123,12000000,15294553,202341,274,391,7.8,2.35,1595
PG-13,Adventure,138,150000000,281492479,421818,275,2789,7.2,2.35,534
PG-13,Adventure,112,17000000,16684352,67893,275,163,6.3,1.85,1205
PG-13,Adventure,120,35000000,134455175,97664,275,232,5.7,2.35,5826
PG-13,Adventure,141,50000000,47105085,136973,276,275,7.4,2.35,30183
PG-13,Adventure,92,40000000,42575718,83788,277,227,5.9,2.35,3074
PG-13,Adventure,119,15000000,23089926,166269,278,735,7.7,1.85,20391
PG-13,Adventure,111,15000000,31471430,83374,279,828,7.6,2.35,313
PG-13,Adventure,135,90000000,33574332,101221,279,415,7.1,2.35,24468
PG-13,Adventure,92,55000000,9483821,39247,279,131,5.7,1.85,25418
PG-13,Adventure,90,1066167,258113,42678,279,135,7.1,2.35,1528
PG-13,Adventure,105,50100000,53846915,149337,279,221,6.6,1.85,11943
PG-13,Adventure,109,200000000,150350192,305340,280,1676,6.4,2.35,1769
PG-13,Adventure,95,2000000,952620,40800,280,332,5.7,1.85,1797
PG-13,Adventure,122,20000000,1697956,64944,280,212,6.7,1.85,13809
PG-13,Adventure,125,68000000,81257500,117739,280,229,6.4,2.35,30010
PG-13,Adventure,99,7000000,9166863,83182,281,247,7.6,2.35,14816
PG-13,Adventure,92,11000000,34334256,35131,282,255,4.8,2.35,1945
PG-13,Adventure,133,4500000,727883,580999,283,2110,8.1,2.35,17040
PG-13,Adventure,139,40000000,50859889,236000,283,1043,7.8,1.85,848
PG-13,Adventure,104,8000000,16168741,99430,283,182,7.4,1.85,517
PG-13,Adventure,110,75000000,83503161,138190,284,405,6.1,1.85,16691
PG-13,Adventure,100,30300000,1196752,79353,284,121,7.6,2.39,385
PG-13,Adventure,126,12000000,71502303,149966,285,835,7.5,1.85,2170
PG-13,Adventure,105,33000000,34014398,115649,285,1033,5.6,2.35,2604
PG-13,Adventure,105,33000000,34014398,115650,285,1033,5.6,2.35,2603
PG-13,Adventure,143,25000000,34300771,243799,285,908,7.5,1.85,11248
PG-13,Adventure,121,8000000,23618786,352695,285,687,7.9,2.35,485
PG-13,Adventure,134,35000000,67523385,104005,285,248,6.2,2.35,1050
PG-13,Adventure,100,6000000,7186670,21468,285,164,5.4,2.35,2082
PG-13,Adventure,94,13000000,51872378,88241,285,266,6.7,1.85,2812
PG-13,Adventure,103,9000000,71519230,92364,285,244,6.5,2.35,6807
PG-13,Adventure,97,20000000,100292856,160418,286,296,5.7,1.85,5547
PG-13,Adventure,90,270000,318622,24668,286,175,6.4,2.35,1734
PG-13,Adventure,115,50000000,25121291,177653,286,279,6.7,2.35,15708
PG-13,Adventure,115,6500000,54557348,361169,287,1624,7.9,2.35,5732
PG-13,Adventure,115,6500000,54557348,361169,287,1624,7.9,2.35,5732
PG-13,Adventure,103,1200000,55153403,299127,287,1509,7.7,1.85,5161
PG-13,Adventure,110,26000000,58885635,194422,287,1057,7.4,2.35,10438
PG-13,Adventure,110,26000000,58885635,194426,287,1057,7.4,2.35,10438
PG-13,Adventure,102,7000000,15047419,357275,288,1061,7.6,2.35,25462
PG-13,Adventure,122,6000000,119078393,113152,288,1416,7.5,1.85,1448
PG-13,Adventure,81,42000000,59992760,119622,288,396,5.8,1.85,2134
PG-13,Adventure,107,12000000,7918283,41574,288,145,6.6,1.85,2440
PG-13,Adventure,116,22000000,11326836,83171,288,231,6.8,2.35,24134
PG-13,Adventure,118,37000000,150368971,316671,289,301,7,2.35,3425
PG-13,Adventure,107,3500000,5354039,92599,290,225,7.1,1.85,22834
PG-13,Adventure,113,50000000,56724080,172112,291,181,6.7,1.85,8398
PG-13,Adventure,122,15000000,17237244,57210,291,158,6.8,2.35,22574
PG-13,Adventure,98,20000000,29975979,105797,292,281,6.5,2.35,189
PG-13,Adventure,144,12000000,2222647,52958,292,193,7.8,1.85,167
PG-13,Adventure,101,750000,77501,27260,292,247,5.5,2.35,1252
PG-13,Adventure,132,55000000,101530738,229574,292,436,7.2,2.35,37605
PG-13,Adventure,112,44000000,6105175,247020,293,835,6.6,2.35,12239
PG-13,Adventure,122,55000000,53574088,237872,295,560,7.8,2.35,33548
PG-13,Adventure,104,50000000,10706786,81800,296,211,5.5,1.85,16481
PG-13,Adventure,108,5000000,43771291,79909,297,279,7.1,2.35,3215
PG-13,Adventure,108,5000000,43771291,79916,297,279,7.1,2.35,3215
PG-13,Adventure,163,70000000,47379090,176936,298,824,7.6,2.35,2529
PG-13,Animation,99,25000000,24042490,40776,298,250,5.6,1.85,3744
PG-13,Animation,115,85000000,126149655,166693,298,276,6.8,2.35,36237
PG-13,Animation,109,35000000,19692608,63548,298,134,6.2,2.35,2073
PG-13,Animation,120,65000000,100003492,293662,299,836,7.6,2.35,13581
PG-13,Animation,119,25000000,49024969,133367,299,363,7.3,2.35,3284
PG-13,Animation,124,32000000,34180954,189812,299,370,7.6,1.85,14504
PG-13,Animation,105,3400000,7159147,120189,300,308,7.5,2.35,954
PG-13,Animation,176,100000000,130127620,324671,300,458,7.8,1.85,20354
PG-13,Animation,107,15000000,7757130,307639,300,513,8,2.35,173
PG-13,Animation,107,16000000,16204793,92712,300,294,5.1,1.85,24805
PG-13,Animation,134,40000000,102310175,64989,300,279,7.8,2.35,2676
PG-13,Animation,97,7000000,1768416,35848,301,198,6.3,1.85,684
PG-13,Animation,122,35000000,18593156,88682,302,241,7.7,2.35,6161
PG-13,Animation,127,38000000,41997790,125305,302,343,6.4,2.35,17551
PG-13,Animation,93,4800000,47277326,138814,303,1516,5.9,2.35,2990
PG-13,Animation,136,40000000,42615685,136093,303,416,6.1,2.35,28927
PG-13,Animation,137,30000000,66207920,512749,304,935,8,2.35,1959
PG-13,Animation,113,32000000,39568996,138435,304,527,6.6,2.35,814
PG-13,Animation,120,3000000,2181290,356181,305,809,8.4,2.35,852
PG-13,Animation,124,30000000,52418902,147128,305,277,7.5,2.35,16881
PG-13,Animation,95,65000000,100448498,272789,307,285,6.6,2.35,23018
PG-13,Animation,107,26000000,3675072,190132,308,801,7.3,2.35,11623
PG-13,Animation,121,92000000,110416702,307539,308,577,7,2.35,23484
PG-13,Animation,101,20000000,39103378,93272,308,251,6.5,2.35,2609
PG-13,Animation,99,65000000,59617068,213863,313,310,6.4,2.35,1375
PG-13,Animation,123,30000000,50921738,192930,316,581,7.8,1.85,20499
PG-13,Animation,110,75000000,134568845,299852,316,713,6.7,2.35,25763
PG-13,Animation,121,40000000,125069696,203963,319,420,7.6,2.35,1261
PG-13,Animation,121,25000000,37738400,67797,322,285,7.3,2.35,39690
PG-13,Animation,95,5000000,3219029,28845,322,125,7.1,2.35,1836
PG-13,Animation,119,35000000,22877808,152591,323,414,7.3,2.35,53895
PG-13,Animation,91,48000000,64505912,163130,323,1264,5,1.85,13654
PG-13,Animation,109,10000000,47536959,86955,323,275,7.3,1.85,3277
PG-13,Animation,109,10000000,47536959,86956,323,275,7.3,1.85,3276
PG-13,Animation,106,3500000,20803237,110616,323,291,7.1,1.85,18645
PG-13,Animation,128,20000000,31838002,136673,324,281,7.6,1.85,13189
PG-13,Animation,110,7000000,113709992,108843,324,281,6.1,2.35,46646
PG-13,Biography,118,80000000,94822707,227072,325,560,6.9,2.35,44797
PG-13,Biography,94,12000000,16300302,64682,325,203,6.3,1.85,10575
PG-13,Biography,100,8000000,34963967,270441,327,378,7.7,1.85,39807
PG-13,Biography,85,900000,16097842,53919,327,168,7.5,1.85,687
PG-13,Biography,103,15000000,2412045,109873,328,320,7.2,2.35,12867
PG-13,Biography,90,8000000,3442820,31489,328,140,7.3,2.35,1442
PG-13,Biography,126,18000000,25592632,220475,330,1066,7.2,1.85,5371
PG-13,Biography,112,50000000,191616238,258186,330,322,7.1,2.35,19428
PG-13,Biography,129,35000000,110008260,94241,332,309,6.3,2.35,1450
PG-13,Biography,105,20000000,35596227,79461,333,463,6.3,2.35,1454
PG-13,Biography,108,35000000,277313371,583341,334,626,7.8,2.35,17623
PG-13,Biography,129,26000000,49874933,161168,335,287,6.5,2.35,13573
PG-13,Biography,104,5000000,27689474,85688,336,339,6.5,2.35,2071
PG-13,Biography,138,25000000,16969390,80861,336,431,5.3,2.35,27797
PG-13,Biography,95,1000000,5997134,36381,337,126,7.2,1.85,1899
PG-13,Biography,141,45000000,47307550,104301,339,269,6.5,2.35,1948
PG-13,Biography,102,65000000,13750556,111102,339,239,6.5,1.85,49433
PG-13,Biography,106,35000000,117528646,353442,340,387,6.9,2.35,18669
PG-13,Biography,96,37000000,60338891,248468,341,545,7,1.85,36093
PG-13,Biography,106,7000000,9190525,102125,341,324,7,1.85,1120
PG-13,Biography,100,3500000,26005908,154938,342,1100,7.2,2.35,1379
PG-13,Biography,109,40000000,37371385,192462,342,334,7,2.35,390
PG-13,Biography,82,18000000,128505958,297014,343,1198,7.3,1.85,505
PG-13,Biography,94,500000,237301,75669,344,451,6.4,2.35,1118
PG-13,Biography,99,15000000,5702083,80617,345,190,6.5,1.85,23755
PG-13,Biography,115,3800000,610968,170155,349,249,8.3,2.35,216
PG-13,Biography,98,50000000,55682070,159868,349,304,6.1,2.35,11946
PG-13,Biography,115,15000000,37877959,86664,349,252,7.1,2.35,4896
PG-13,Biography,167,28000000,161029270,119928,349,331,7.9,2.35,2702
PG-13,Biography,103,28000000,28751715,202967,350,378,6.6,2.35,19168
PG-13,Biography,125,20000000,5749134,45799,350,180,7,2.35,3979
PG-13,Biography,107,40000000,52000688,171418,351,619,6.4,2.35,4243
PG-13,Biography,97,18000000,150056505,216581,351,397,6.4,2.35,2771
PG-13,Biography,151,90000000,132373442,873649,352,2054,8.5,2.35,45648
PG-13,Biography,111,30000000,70098138,735784,354,2105,8.1,2.35,3983
PG-13,Biography,111,25000000,56692,177401,355,504,7.3,2.35,23566
PG-13,Biography,109,7000000,40983001,181025,355,336,7.7,1.85,27788
PG-13,Biography,96,25000000,17114882,189249,356,398,7.7,1.85,17211
PG-13,Biography,134,14000000,83025853,259837,357,2254,7.7,1.85,39789
PG-13,Biography,140,100000000,97030725,230931,357,585,7,2.35,64599
PG-13,Biography,119,150000000,61937495,89442,357,432,5.8,1.85,13071
PG-13,Biography,128,50000000,50815288,109188,358,625,7,2.35,14747
PG-13,Biography,128,50000000,50815288,109191,358,625,7,2.35,14747
PG-13,Biography,106,30000000,18298649,85024,358,242,6.4,1.85,1393
PG-13,Biography,119,70000000,98895417,203154,358,698,6.5,2.35,31782
PG-13,Biography,121,5000000,1729969,68211,359,219,7.4,2.35,1520
PG-13,Biography,100,30000000,35266619,108242,359,371,5.9,2.35,20051
PG-13,Biography,100,30000000,35266619,108248,359,371,5.9,2.35,20051
PG-13,Biography,85,3000000,64423650,139329,361,578,5.7,2.35,3708
PG-13,Biography,129,40000000,166147885,220020,362,1360,4.1,2.35,4585
PG-13,Biography,110,12215500000,2201412,68883,363,279,7,1.85,1173
PG-13,Biography,95,3000000,1028658,118684,363,447,7,2.35,17471
PG-13,Biography,90,3000000,24475193,190494,364,314,6.6,2.35,44265
PG-13,Biography,84,450000,379122,10143,365,54,7.1,2.39,12496
PG-13,Biography,88,24000000,25003072,72552,365,374,5.5,2.35,5737
PG-13,Biography,100,2000000,6531491,111658,365,297,7.2,1.85,34446
PG-13,Biography,116,33000000,148085755,561773,366,871,8.2,2.35,17347
PG-13,Biography,102,110000000,106369117,225273,366,523,6.2,2.35,10583
PG-13,Biography,104,26000000,16999046,79517,368,354,5.8,1.85,2222
PG-13,Biography,131,32500000,169076745,218711,371,485,6.8,2.35,3229
PG-13,Biography,120,49000000,31569268,172965,371,627,6.9,2.35,23051
PG-13,Biography,109,76000000,35286428,361767,372,1206,7.9,1.85,16479
PG-13,Biography,147,40000000,74098862,656640,374,1732,8.1,1.85,3924
PG-13,Biography,109,42000000,138447667,408302,375,345,7.2,2.35,19968
PG-13,Biography,98,11000000,1987762,59297,376,216,6.7,1.85,11853
PG-13,Biography,107,45000000,12026670,114241,376,258,6.4,2.35,1643
PG-13,Biography,99,20000000,17104669,99353,377,354,7.8,2.35,537
PG-13,Biography,162,65000000,33048353,301279,377,589,7.7,2.35,36928
PG-13,Biography,112,3500000,9701559,141425,377,283,7.4,1.66,35941
PG-13,Biography,150,37000000,92173235,280228,378,420,7.6,2.35,14296
PG-13,Biography,102,80000000,254455986,375879,383,402,6.5,2.35,16143
PG-13,Biography,103,92000000,85017401,246803,383,474,6.7,2.35,57881
PG-13,Biography,99,6400000,14597405,71679,386,216,7,2.35,17204
PG-13,Biography,131,15000000,15700000,332065,388,876,7.6,1.85,11114
PG-13,Biography,112,7000000,1738692,95529,389,301,7.5,2.35,3547
PG-13,Biography,116,20000000,12134420,92237,390,366,7.2,2.35,20258
PG-13,Biography,109,6000000,26236603,251349,391,547,7.9,2.35,1582
PG-13,Biography,108,25000000,83813460,270238,391,452,7.4,1.85,35209
PG-13,Biography,105,10500000,26589953,165792,391,392,6.7,1.85,26233
PG-13,Biography,123,53000000,62563543,115216,391,289,7,2.35,63769
PG-13,Biography,137,35000000,37304950,102728,392,279,6.6,2.35,36258
PG-13,Biography,105,69000000,37516013,128629,393,348,5.9,2.35,8281
PG-13,Biography,101,20000000,2319187,92640,393,212,7,2.35,5056
PG-13,Biography,101,20000000,2319187,92640,393,212,7,2.35,5056
PG-13,Biography,123,38000000,26903709,312629,393,475,8.1,2.35,37206
PG-13,Biography,93,23000000,18934858,72646,394,397,5.8,2.35,31187
PG-13,Biography,158,25000000,40218903,372990,398,1107,8.1,2.35,533
PG-13,Biography,88,13000000,1024175,82331,399,297,6.6,2.35,2011
PG-13,Biography,110,15000000,14989761,185845,401,284,7.2,2.35,4757
PG-13,Biography,148,20000000,8093318,61935,401,242,6.7,1.85,707
PG-13,Biography,109,3000000,8114507,95362,405,270,7.9,1.85,328
PG-13,Biography,120,30000000,499263,179235,406,2814,7.1,2.35,705
PG-13,Biography,112,13500000,37623143,467234,406,1083,8.2,1.85,1322
PG-13,Biography,134,68000000,85707116,303185,406,701,7.6,2.35,20411
PG-13,Biography,117,25000000,51533608,203111,408,755,6.8,2.35,16606
PG-13,Biography,84,15000,107917283,184824,409,1189,6.3,1.85,330
PG-13,Biography,116,25000000,93571803,275869,410,389,7.9,2.35,23811
PG-13,Biography,110,3000000,48056940,155153,411,524,6.8,2.35,2239
PG-13,Biography,101,92000000,67344392,165618,412,503,5.3,1.85,15481
PG-13,Biography,122,30000000,17750583,93548,412,307,7.2,2.35,28933
PG-13,Biography,97,15000000,14938570,111625,414,369,6.2,2.35,14025
PG-13,Biography,97,5000000,5009677,260607,415,485,7.9,2.35,19404
PG-13,Biography,113,60000000,45996718,173530,415,264,6.7,2.35,34738
PG-13,Biography,140,15000000,21383298,187170,417,376,7.3,2.35,34413
PG-13,Biography,120,15000000,141319195,641997,418,1017,8,2.35,820
PG-13,Biography,107,32000000,101470202,310540,418,669,6.7,2.35,38751
PG-13,Biography,111,40000000,38176892,104119,420,518,6.2,2.35,4486
PG-13,Biography,101,12500000,40962534,188652,421,288,7.1,2.35,57077
PG-13,Biography,118,13000000,14677654,161288,421,351,8.3,2.35,2499
PG-13,Biography,113,80000000,102981571,270226,424,741,6.5,2.35,46355
PG-13,Biography,92,3500000,25138292,66483,425,452,6.8,1.66,1122
PG-13,Biography,130,28000000,70235322,182983,426,374,7.8,2.35,57308
PG-13,Biography,109,20000000,26003149,185587,427,401,7,2.35,278
PG-13,Biography,95,35000000,13401683,203458,432,588,7.1,2.35,578
PG-13,Biography,95,35000000,13401683,203461,432,588,7.1,2.35,578
PG-13,Biography,115,12000000,17613460,91082,433,274,7.8,2.35,3798
PG-13,Biography,89,40000000,126546825,327367,433,918,6.4,2.35,32325
PG-13,Biography,130,7400000,3029870,128729,439,551,7.1,2.35,15835
PG-13,Biography,90,4800000,778565,83234,440,475,5.7,1.85,34779
PG-13,Biography,96,32000000,31493782,186606,441,1125,7.5,1.85,12754
PG-13,Biography,94,5000000,14123773,108683,444,561,5.3,2.35,12306
PG-13,Biography,88,23600000,75590286,386217,445,553,7.7,2.35,28011
PG-13,Biography,117,30000000,48043505,435864,447,801,7.7,2.35,2357
PG-13,Biography,138,31000000,93749203,264047,449,491,7.3,2.35,20952
PG-13,Biography,94,18000000,18329466,279179,450,440,7.6,1.85,11984
PG-13,Biography,106,30000000,32154410,148327,450,274,7.1,1.85,18469
PG-13,Biography,106,30000000,32154410,148334,450,274,7.1,1.85,18469
PG-13,Biography,215,130000000,107503316,392474,451,1229,7.7,2.35,2530
PG-13,Biography,153,46000000,60962878,383591,454,620,8.1,1.85,37321
PG-13,Biography,112,50000000,218628680,471644,457,623,7,1.85,21773
PG-13,Biography,117,65000000,210592590,607235,460,2073,7.7,2.35,32360
PG-13,Biography,127,20000000,24104113,149066,466,517,7.1,2.35,46241
PG-13,Biography,99,12000000,1702277,84620,469,235,6.8,2.35,5074
PG-13,Biography,117,5000000,27296514,326494,471,340,8,2.35,17738
PG-13,Biography,112,30000000,115646235,531737,472,1262,8,1.85,2639
PG-13,Biography,128,20000000,44988180,195333,474,409,8.1,1.85,1058
PG-13,Biography,109,115000000,93050117,338087,476,814,6.6,2.35,17689
PG-13,Biography,121,30000000,46875468,196217,478,461,7.6,2.39,1467
PG-13,Biography,118,15000000,138795342,503631,479,636,8,1.85,15732
PG-13,Biography,102,1100000,4105123,148221,481,316,7.6,1.85,1445
PG-13,Biography,153,75000000,120523073,885175,486,1527,8.3,2.35,36741
PG-13,Biography,122,25000000,74273505,612060,488,1518,8.1,2.35,4738
PG-13,Biography,126,39200000,4563029,181472,488,514,7,1.85,12286
PG-13,Biography,108,15000000,25440971,289508,489,611,7.7,2.35,430
PG-13,Biography,138,80000000,127968405,786092,490,964,8.1,2.35,29585
PG-13,Biography,133,58800000,350123553,325264,490,916,7.3,2.35,16277
PG-13,Biography,172,102000000,27098580,284825,511,828,7.5,2.35,22686
PG-13,Biography,112,20000000,137387272,300110,511,807,7.5,2.35,9049
PG-13,Biography,158,90000000,102515793,330152,517,632,7.8,2.35,20388
PG-13,Biography,132,54000000,70496802,791783,525,2042,8.2,2.35,22417
PG-13,Biography,100,2000000,14673301,112899,533,631,6.9,2.35,1062
PG-13,Biography,117,8500000,32279955,293304,534,552,7.9,2.35,15554
PG-13,Biography,104,11000000,13214255,96233,535,313,7.4,1.85,4082
PG-13,Comedy,107,3300000,13092000,399138,535,731,8.5,2.4,26495
PG-13,Comedy,99,25000000,59073773,475518,536,644,8.1,1.37,15082
PG-13,Comedy,138,40000000,150117807,358416,538,751,7.3,2.35,83012
PG-13,Comedy,122,21000000,132088910,533607,539,692,7.8,2.35,72115
PG-13,Comedy,96,17000000,54239856,125016,543,789,6.5,2.35,673
PG-13,Comedy,144,32000000,16377274,105144,546,405,7.1,1.85,427
PG-13,Comedy,165,4000000,25359200,266020,548,836,8,1.85,673
PG-13,Comedy,115,20000000,82624961,205284,549,439,7.3,2.35,9578
PG-13,Comedy,156,135000000,183635922,406020,556,1188,8.1,2.35,57108
PG-13,Comedy,157,40000000,95720716,216032,558,640,7.4,1.85,2759
PG-13,Comedy,149,61000000,167735396,569841,568,1127,8.1,2.35,4348
PG-13,Comedy,126,23000000,25556065,355126,574,748,8,1.85,19359
PG-13,Comedy,108,58000000,363024263,479047,579,1058,8.1,2.35,18239
PG-13,Comedy,119,18000000,42335698,395087,588,1101,7.8,1.85,21668
PG-13,Comedy,119,30000000,66468315,428916,589,667,7.4,2.35,37387
PG-13,Comedy,187,44000000,54116191,272839,596,1018,7.9,2.76,49912
PG-13,Comedy,134,20000000,56667870,439176,597,695,8.1,2.35,4251
PG-13,Comedy,240,100000000,116866727,780588,606,1138,8.2,2.35,46057
PG-13,Comedy,95,30000000,42043633,277172,634,986,7,2.35,29551
PG-13,Comedy,130,44500000,136019448,452465,656,695,7.7,2.35,3133
PG-13,Comedy,108,13000000,106952327,551363,669,1140,8,2.35,38072
PG-13,Comedy,100,15000000,35054909,431578,676,1264,7.8,2.35,34337
PG-13,Comedy,120,150000000,153629485,552503,739,1588,8.1,2.35,40025
PG-13,Comedy,165,100000000,162804648,955174,765,1193,8.5,2.35,40978
PG-13,Comedy,124,130000000,126464904,456260,775,2326,7,2.35,24098
PG-13,Comedy,112,1000000,96734,606,2,5,5.6,1.85,263584
PG-13,Comedy,100,6500000,2024854,564,4,21,6.6,2.35,1942
PG-13,Comedy,100,13400000,163591,912,4,17,3.6,1.78,2895
PG-13,Comedy,120,2000000,1098224,397,7,30,3.3,1.85,359
PG-13,Comedy,105,2450000,178739,1015,8,10,3.9,1.85,1668
PG-13,Comedy,105,3500000,123777,342,9,15,4.7,1.85,1043
PG-13,Comedy,113,1200000,2859955,2417,10,32,6,2.35,2681
PG-13,Comedy,106,200000,1111,771,11,10,7.7,1.66,2
PG-13,Comedy,119,1000000,798341,983,12,63,7.2,1.85,1107
PG-13,Comedy,121,5000000,4700361,2047,12,29,4.6,2.35,6617
PG-13,Comedy,90,1500000,92362,444,14,5,4.3,1.85,3138
